price,quantity,type,timestamp
94382000,0.0115,0,2024-04-16 14:32:42
94374000,0.3602,0,2024-04-16 14:32:42
94359000,0.027,0,2024-04-16 14:32:42
94357000,0.001,0,2024-04-16 14:32:42
94356000,0.011,0,2024-04-16 14:32:42
94397000,0.0931,1,2024-04-16 14:32:42
94399000,0.1471,1,2024-04-16 14:32:42
94402000,0.1189,1,2024-04-16 14:32:42
94413000,0.0002,1,2024-04-16 14:32:42
94422000,0.1575,1,2024-04-16 14:32:42
94383000,0.0692,0,2024-04-16 14:32:47
94382000,0.0499,0,2024-04-16 14:32:47
94374000,0.3602,0,2024-04-16 14:32:47
94359000,0.027,0,2024-04-16 14:32:47
94357000,0.001,0,2024-04-16 14:32:47
94397000,0.0879,1,2024-04-16 14:32:47
94399000,0.0831,1,2024-04-16 14:32:47
94402000,0.1189,1,2024-04-16 14:32:47
94404000,0.0638,1,2024-04-16 14:32:47
94413000,0.0002,1,2024-04-16 14:32:47
94383000,0.0495,0,2024-04-16 14:32:52
94382000,0.0499,0,2024-04-16 14:32:52
94374000,0.3602,0,2024-04-16 14:32:52
94359000,0.027,0,2024-04-16 14:32:52
94357000,0.0042,0,2024-04-16 14:32:52
94397000,0.1754,1,2024-04-16 14:32:52
94399000,0.0831,1,2024-04-16 14:32:52
94402000,0.1189,1,2024-04-16 14:32:52
94413000,0.0002,1,2024-04-16 14:32:52
94422000,0.1575,1,2024-04-16 14:32:52
94383000,0.0897,0,2024-04-16 14:32:57
94382000,0.0557,0,2024-04-16 14:32:57
94374000,0.0002,0,2024-04-16 14:32:57
94360000,0.3602,0,2024-04-16 14:32:57
94357000,0.0042,0,2024-04-16 14:32:57
94397000,0.143,1,2024-04-16 14:32:57
94399000,0.0831,1,2024-04-16 14:32:57
94402000,0.1189,1,2024-04-16 14:32:57
94413000,0.0002,1,2024-04-16 14:32:57
94420000,0.0638,1,2024-04-16 14:32:57
94357000,0.0042,0,2024-04-16 14:33:02
94356000,0.011,0,2024-04-16 14:33:02
94350000,0.001,0,2024-04-16 14:33:02
94328000,0.0052,0,2024-04-16 14:33:02
94321000,0.0212,0,2024-04-16 14:33:02
94383000,0.0726,1,2024-04-16 14:33:02
94395000,0.1171,1,2024-04-16 14:33:02
94396000,0.0751,1,2024-04-16 14:33:02
94397000,0.2982,1,2024-04-16 14:33:02
94399000,1.8831,1,2024-04-16 14:33:02
