timestamp,mid_price,book_imbalance
2024-04-16 00:00:05,96562000.0,0.0
2024-04-16 00:00:10,96508500.0,36073.204774707556
2024-04-16 00:00:15,96507000.0,-3473.8151123970747
2024-04-16 00:00:20,96506500.0,-8632.058842241764
2024-04-16 00:00:25,96479500.0,-17591.45679435134
2024-04-16 00:00:30,96434500.0,-5659.273906588554
2024-04-16 00:00:35,96423000.0,-9746.845991760492
2024-04-16 00:00:40,96388000.0,6946.880942299962
2024-04-16 00:00:45,96388000.0,1904.1372992247343
2024-04-16 00:00:51,96388500.0,-1380.637153044343
2024-04-16 00:00:56,96333500.0,15786.260207489133
2024-04-16 00:01:01,96377000.0,-5619.165009409189
2024-04-16 00:01:06,96324000.0,11704.67783229053
2024-04-16 00:01:11,96323500.0,11544.741075992584
2024-04-16 00:01:16,96323500.0,5610.004154935479
2024-04-16 00:01:21,96324000.0,24207.600050747395
2024-04-16 00:01:26,96330500.0,27039.096699222922
2024-04-16 00:01:31,96379500.0,-15219.683549270034
2024-04-16 00:01:36,96299500.0,33816.57567085326
2024-04-16 00:01:42,96311500.0,-21203.698975250125
2024-04-16 00:01:47,96263500.0,-20086.146937698126
2024-04-16 00:01:52,96240000.0,12844.878112986684
2024-04-16 00:01:57,96240000.0,11776.04290047288
2024-04-16 00:02:02,96200500.0,1074.1710684746504
2024-04-16 00:02:07,96126000.0,13644.53554444015
2024-04-16 00:02:12,96176000.0,7344.576459884644
2024-04-16 00:02:17,96189000.0,2173.5353607982397
2024-04-16 00:02:22,96199500.0,-1786.018103390932
2024-04-16 00:02:27,96314000.0,-1298.3260689526796
2024-04-16 00:02:32,96384500.0,9721.340806514025
2024-04-16 00:02:38,96400500.0,12449.799064069986
2024-04-16 00:02:43,96427500.0,-396.3013010919094
2024-04-16 00:02:48,96428000.0,-9594.529232248664
2024-04-16 00:02:53,96414000.0,2716.8544302284718
2024-04-16 00:02:58,96415000.0,-1964.4090319424868
2024-04-16 00:03:03,96405500.0,7105.207450091839
2024-04-16 00:03:08,96466500.0,9947.00872144103
2024-04-16 00:03:13,96570500.0,12559.874275758862
2024-04-16 00:03:18,96588500.0,-6608.770821839571
2024-04-16 00:03:23,96623500.0,6430.706591844559
2024-04-16 00:03:28,96566500.0,-6649.473976582289
2024-04-16 00:03:34,96533500.0,-16544.32470136881
2024-04-16 00:03:39,96584000.0,-8035.048017784953
2024-04-16 00:03:44,96593500.0,10340.925888076425
2024-04-16 00:03:49,96614500.0,19110.57325230539
2024-04-16 00:03:54,96635500.0,-568.526490226388
2024-04-16 00:03:59,96616500.0,-5149.758245557547
2024-04-16 00:04:04,96644500.0,13119.445695340633
2024-04-16 00:04:09,96651000.0,6135.489812165499
2024-04-16 00:04:14,96668000.0,-1002.3782248049974
2024-04-16 00:04:19,96708000.0,-826.2369876801968
2024-04-16 00:04:25,96708000.0,-4367.061028629541
2024-04-16 00:04:30,96695000.0,-3729.7658682763577
2024-04-16 00:04:35,96722000.0,-26623.086449950933
2024-04-16 00:04:40,96691000.0,-4825.145617038012
2024-04-16 00:04:45,96672500.0,-12062.587667018175
2024-04-16 00:04:50,96663000.0,-8520.241541460156
2024-04-16 00:04:55,96654000.0,-779.7262706458569
2024-04-16 00:05:00,96638500.0,7911.106653988361
2024-04-16 00:05:05,96638500.0,5950.782641291618
2024-04-16 00:05:10,96656000.0,18147.272065460682
2024-04-16 00:05:16,96684500.0,3535.00029219687
2024-04-16 00:05:21,96662000.0,-2151.775294214487
2024-04-16 00:05:26,96646500.0,7329.737430408597
2024-04-16 00:05:31,96647500.0,18620.54239369929
2024-04-16 00:05:36,96685500.0,4424.433300599456
2024-04-16 00:05:41,96693000.0,-3061.5420538187027
2024-04-16 00:05:46,96657000.0,6426.946683764458
2024-04-16 00:05:51,96671500.0,-2250.8953556269407
2024-04-16 00:05:56,96671500.0,2578.228427171707
2024-04-16 00:06:02,96662000.0,13306.866012692451
2024-04-16 00:06:07,96681500.0,3916.0537854135036
2024-04-16 00:06:12,96718000.0,612.5292085558176
2024-04-16 00:06:17,96722500.0,-3213.825496479869
2024-04-16 00:06:22,96721500.0,-249.49832044541836
2024-04-16 00:06:27,96716000.0,-3011.914116486907
2024-04-16 00:06:32,96661500.0,-7059.063954100013
2024-04-16 00:06:37,96621500.0,15022.718840152025
2024-04-16 00:06:42,96631500.0,31617.329718247056
2024-04-16 00:06:47,96620000.0,-2102.9651371836662
2024-04-16 00:06:53,96610000.0,3868.5026980489492
2024-04-16 00:06:58,96612500.0,15967.156033158302
2024-04-16 00:07:03,96625500.0,3506.3122262358665
2024-04-16 00:07:08,96576500.0,33728.27630332112
2024-04-16 00:07:13,96579500.0,-9753.797837808728
2024-04-16 00:07:18,96535500.0,-1290.228200033307
2024-04-16 00:07:23,96537000.0,-9110.68998324871
2024-04-16 00:07:28,96529500.0,-8407.962335929275
2024-04-16 00:07:33,96541500.0,-4318.087592467666
2024-04-16 00:07:38,96555500.0,2544.9938326328993
2024-04-16 00:07:44,96557500.0,5380.289821431041
2024-04-16 00:07:49,96557500.0,-5017.045349776745
2024-04-16 00:07:54,96557500.0,-3836.85129109025
2024-04-16 00:07:59,96552500.0,-6987.072430148721
2024-04-16 00:08:04,96533000.0,-5131.217176735401
2024-04-16 00:08:09,96533000.0,-903.4734438359737
2024-04-16 00:08:14,96526000.0,-1472.7940537035465
2024-04-16 00:08:19,96506500.0,4943.745416045189
2024-04-16 00:08:24,96508000.0,7892.773100569844
2024-04-16 00:08:30,96511000.0,-1883.336513146758
2024-04-16 00:08:35,96494000.0,-5094.873998358846
2024-04-16 00:08:40,96501000.0,-2147.9775457680225
2024-04-16 00:08:45,96391500.0,-837.227356493473
2024-04-16 00:08:50,96382000.0,-7855.698614135385
2024-04-16 00:08:55,96346500.0,1701.9581399857998
2024-04-16 00:09:00,96341000.0,17898.248534172773
2024-04-16 00:09:05,96341500.0,-3737.1015962958336
2024-04-16 00:09:10,96341000.0,-2783.813223913312
2024-04-16 00:09:15,96370000.0,20342.648011997342
2024-04-16 00:09:20,96400500.0,12640.521693527699
2024-04-16 00:09:26,96440500.0,-4197.940571129322
2024-04-16 00:09:31,96425500.0,-17728.50613461435
