price,quantity,type,timestamp
100519000,0.000400000000000,0,2024-04-12 23:08:47
100510000,0.000400000000000,0,2024-04-12 23:08:47
100536000,0.054900000000000,1,2024-04-12 23:08:47
100537000,0.000100000000000,1,2024-04-12 23:08:47
100552000,0.040400000000000,1,2024-04-12 23:08:47
100553000,0.059300000000000,1,2024-04-12 23:08:47
100554000,0.009900000000000,1,2024-04-12 23:08:47
100500000,0.001200000000000,0,2024-04-12 23:08:53
100496000,0.103200000000000,0,2024-04-12 23:08:53
100490000,0.000300000000000,0,2024-04-12 23:08:53
100487000,0.024800000000000,0,2024-04-12 23:08:53
100483000,0.010000000000000,0,2024-04-12 23:08:53
100503000,0.021400000000000,1,2024-04-12 23:08:53
100504000,0.076200000000000,1,2024-04-12 23:08:53
100505000,0.018500000000000,1,2024-04-12 23:08:53
100523000,0.055300000000000,1,2024-04-12 23:08:53
100553000,0.039900000000000,1,2024-04-12 23:08:53
100496000,0.000800000000000,0,2024-04-12 23:08:58
100490000,0.000400000000000,0,2024-04-12 23:08:58
100487000,0.024800000000000,0,2024-04-12 23:08:58
100483000,0.010000000000000,0,2024-04-12 23:08:58
100482000,0.001000000000000,0,2024-04-12 23:08:58
100498000,0.038600000000000,1,2024-04-12 23:08:58
100504000,0.055100000000000,1,2024-04-12 23:08:58
100522000,0.038900000000000,1,2024-04-12 23:08:58
100523000,0.055300000000000,1,2024-04-12 23:08:58
100554000,0.009900000000000,1,2024-04-12 23:08:58
100487000,0.016900000000000,0,2024-04-12 23:09:03
100483000,0.019900000000000,0,2024-04-12 23:09:03
100482000,0.001000000000000,0,2024-04-12 23:09:03
100481000,0.020800000000000,0,2024-04-12 23:09:03
100480000,0.020100000000000,0,2024-04-12 23:09:03
100496000,0.009200000000000,1,2024-04-12 23:09:03
100502000,0.019900000000000,1,2024-04-12 23:09:03
100503000,0.018600000000000,1,2024-04-12 23:09:03
100522000,0.038300000000000,1,2024-04-12 23:09:03
100523000,0.055300000000000,1,2024-04-12 23:09:03
100498000,0.228700000000000,0,2024-04-12 23:09:08
100487000,0.016900000000000,0,2024-04-12 23:09:08
100483000,0.019900000000000,0,2024-04-12 23:09:08
100482000,0.001000000000000,0,2024-04-12 23:09:08
100481000,0.020800000000000,0,2024-04-12 23:09:08
100553000,0.060800000000000,1,2024-04-12 23:09:08
100554000,0.009900000000000,1,2024-04-12 23:09:08
100570000,0.000500000000000,1,2024-04-12 23:09:08
100578000,0.037500000000000,1,2024-04-12 23:09:08
100579000,0.099400000000000,1,2024-04-12 23:09:08
